എഴുപത്തിയേഴാ	77
എഴുപത്തിയെട്ടാ	78
എഴുപത്തൊമ്പതിനാ	79
എൺപത്ആ	80
എൺപത്തൊന്നാ	81
എൺപത്തിരണ്ടാ	82
എൺപത്തിമൂന്നാ	83
എൺപത്തിനാലാ	84
എൺപത്തയ്യാ	85
എൺപത്തിയാറാ	86
എൺപത്തിയേഴാ	87
എൺപത്തിയെട്ടാ	88
എൺപത്തൊമ്പതിനാ	89
തൊണ്ണൂറാ	90
തൊണ്ണൂറ്റൊന്നാ	91
തൊണ്ണൂറ്റിരണ്ടാ	92
തൊണ്ണൂറ്റിമൂന്നാ	93
തൊണ്ണൂറ്റിനാലാ	94
തൊണ്ണൂറ്റയ്യാ	95
തൊണ്ണൂറ്റിയാറാ	96
തൊണ്ണൂറ്റിയേഴാ	97
തൊണ്ണൂറ്റിയെട്ടാ	98
തൊണ്ണൂറ്റൊമ്പതിനാ	99
